movieId,title,avg_sentiment,tag_count,avg_rating,num_ratings
232,Eat Drink Man Woman (Yin shi nan nu) (1994),0.0,1,3.892857142857143,14
235,Ed Wood (1994),0.0,1,3.6785714285714284,70
237,Forget Paris (1995),0.0,3,3.340909090909091,22
246,Hoop Dreams (1994),0.0,1,4.293103448275862,29
247,Heavenly Creatures (1994),0.0,1,3.9285714285714284,21
248,Houseguest (1994),-0.3499999999999999,2,3.176470588235294,17
249,Immortal Beloved (1994),0.0,1,3.7222222222222223,18
252,I.Q. (1994),0.0,1,3.453488372093023,43
257,Just Cause (1995),0.0,1,3.5,14
260,Star Wars: Episode IV - A New Hope (1977),0.10897435897435898,26,4.231075697211155,251
261,Little Women (1994),0.0,1,3.880952380952381,42
262,"Little Princess, A (1995)",0.0,3,3.9047619047619047,21
272,"Madness of King George, The (1994)",-0.05,2,3.7580645161290325,31
273,Mary Shelley's Frankenstein (Frankenstein) (1994),0.0,1,2.9464285714285716,28
277,Miracle on 34th Street (1994),0.0,1,3.223684210526316,38
279,My Family (1995),0.0,1,3.0,2
280,Murder in the First (1995),0.0,1,4.076923076923077,13
282,Nell (1994),0.0,2,3.3375,40
288,Natural Born Killers (1994),0.06666666666666667,6,3.233695652173913,92
290,Once Were Warriors (1994),0.0,1,4.035714285714286,14
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.04119047619047619,35,4.018796992481203,133
296,Pulp Fiction (1994),0.05644172586161536,181,4.197068403908795,307
300,Quiz Show (1994),0.0,1,3.5185185185185186,81
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),0.0,1,3.8958333333333335,24
308,Three Colors: White (Trzy kolory: Bialy) (1994),-0.3,2,4.025,20
316,Stargate (1994),0.0,1,3.375,140
317,"Santa Clause, The (1994)",0.0,1,3.2037037037037037,81
318,"Shawshank Redemption, The (1994)",0.0,4,4.429022082018927,317
326,To Live (Huozhe) (1994),0.0,1,4.0,3
329,Star Trek: Generations (1994),0.0,1,3.3935185185185186,108
337,What's Eating Gilbert Grape (1993),-0.1,1,3.7662337662337664,77
338,Virtuosity (1995),0.0,1,2.8421052631578947,19
339,While You Were Sleeping (1995),-0.1,1,3.4693877551020407,98
342,Muriel's Wedding (1994),0.0,2,3.272727272727273,33
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",-0.03333333333333333,3,3.5972222222222223,36
349,Clear and Present Danger (1994),0.0,1,3.6045454545454545,110
350,"Client, The (1994)",0.0,1,3.3859649122807016,57
351,"Corrina, Corrina (1994)",0.0,1,3.176470588235294,17
356,Forrest Gump (1994),-0.033333333333333326,9,4.164133738601824,329
357,Four Weddings and a Funeral (1994),0.0,1,3.5194174757281553,103
361,It Could Happen to You (1994),0.0,1,3.0588235294117645,17
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",0.0,2,4.0,2
364,"Lion King, The (1994)",0.1375,5,3.941860465116279,172
371,"Paper, The (1994)",0.0,1,3.3095238095238093,21
377,Speed (1994),0.0,1,3.5292397660818713,171
380,True Lies (1994),0.0,1,3.497191011235955,178
381,When a Man Loves a Woman (1994),0.0,1,3.8181818181818183,11
410,Addams Family Values (1993),-0.05277777777777778,6,3.1011904761904763,84
412,"Age of Innocence, The (1993)",0.0,1,3.5,15
413,Airheads (1994),0.0,1,2.7884615384615383,26
421,Black Beauty (1994),0.0,1,3.2083333333333335,12
425,Blue Sky (1994),0.45,2,3.75,2
431,Carlito's Way (1993),0.0,3,3.738095238095238,42
440,Dave (1993),0.0,1,3.5460526315789473,76
454,"Firm, The (1993)",0.0,1,3.5346534653465347,101
457,"Fugitive, The (1993)",0.0,1,3.9921052631578946,190
471,"Hudsucker Proxy, The (1994)",0.0,1,3.55,40
474,In the Line of Fire (1993),0.0,1,3.692857142857143,70
475,In the Name of the Father (1993),0.0,1,4.3,25
477,What's Love Got to Do with It? (1993),0.0,1,3.3823529411764706,17
480,Jurassic Park (1993),0.0,1,3.75,238
488,M. Butterfly (1993),0.0,2,3.0,1
497,Much Ado About Nothing (1993),0.0,1,3.813953488372093,43
500,Mrs. Doubtfire (1993),-0.03333333333333333,3,3.388888888888889,144
508,Philadelphia (1993),0.0,1,3.6136363636363638,66
513,Radioland Murders (1994),0.0,2,3.375,4
515,"Remains of the Day, The (1993)",0.0,2,3.6041666666666665,24
516,Renaissance Man (1994),-0.1,1,3.0555555555555554,18
522,Romper Stomper (1992),0.0,3,3.2857142857142856,7
524,Rudy (1993),0.0,1,3.485294117647059,34
527,Schindler's List (1993),-0.021428571428571432,7,4.225,220
529,Searching for Bobby Fischer (1993),0.0,1,3.875,40
531,"Secret Garden, The (1993)",0.0,1,3.25,24
534,Shadowlands (1993),0.0,1,3.607142857142857,14
535,Short Cuts (1993),0.21428571428571427,1,3.2666666666666666,15
538,Six Degrees of Separation (1993),0.0,1,3.5833333333333335,12
539,Sleepless in Seattle (1993),0.0,1,3.4716981132075473,106
540,Sliver (1993),-0.6999999999999998,1,2.6666666666666665,18
541,Blade Runner (1982),-0.04615384615384615,13,4.100806451612903,124
543,So I Married an Axe Murderer (1993),0.0,1,3.317073170731707,41
551,"Nightmare Before Christmas, The (1993)",0.0,2,3.553763440860215,93
552,"Three Musketeers, The (1993)",0.0,1,3.262295081967213,61
556,"War Room, The (1993)",0.0,1,3.3333333333333335,6
562,Welcome to the Dollhouse (1995),0.0,1,3.5434782608695654,23
586,Home Alone (1990),0.0,1,2.9956896551724137,116
587,Ghost (1990),0.0,1,3.4347826086956523,115
588,Aladdin (1992),0.0,1,3.7923497267759565,183
589,Terminator 2: Judgment Day (1991),0.0,8,3.970982142857143,224
590,Dances with Wolves (1990),0.0,2,3.8353658536585367,164
592,Batman (1989),0.0,1,3.4285714285714284,189
593,"Silence of the Lambs, The (1991)",-0.08333333333333333,6,4.161290322580645,279
594,Snow White and the Seven Dwarfs (1937),0.0,1,3.616883116883117,77
595,Beauty and the Beast (1991),0.0,1,3.7705479452054793,146
596,Pinocchio (1940),0.0,1,3.45,60
597,Pretty Woman (1990),0.0,1,3.4851851851851854,135
608,Fargo (1996),0.039999999999999994,5,4.116022099447513,181
616,"Aristocats, The (1970)",0.0,1,3.411111111111111,45
628,Primal Fear (1996),0.0,6,3.642857142857143,35
638,Jack and Sarah (1995),0.0,1,3.0,1
647,Courage Under Fire (1996),0.0,1,3.3275862068965516,29
648,Mission: Impossible (1996),0.0,1,3.537037037037037,162
668,Song of the Little Road (Pather Panchali) (1955),0.0,1,4.25,2
670,"World of Apu, The (Apur Sansar) (1959)",0.0,1,4.75,2
671,Mystery Science Theater 3000: The Movie (1996),-0.1,1,3.486111111111111,36
673,Space Jam (1996),0.0,1,2.707547169811321,53
707,Mulholland Falls (1996),-0.6999999999999998,1,2.880952380952381,21
708,"Truth About Cats & Dogs, The (1996)",0.0,1,3.3879310344827585,58
720,Wallace & Gromit: The Best of Aardman Animation (1996),0.0,1,4.092592592592593,27
728,Cold Comfort Farm (1995),0.0,1,3.5,10
733,"Rock, The (1996)",0.0,3,3.6404958677685952,121
736,Twister (1996),0.0,1,3.321138211382114,123
745,Wallace & Gromit: A Close Shave (1995),0.0,1,3.8958333333333335,48
748,"Arrival, The (1996)",0.0,1,3.1136363636363638,22
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),-0.07833333333333334,10,4.268041237113402,97
778,Trainspotting (1996),-0.0375,4,4.03921568627451,102
780,Independence Day (a.k.a. ID4) (1996),0.0,1,3.4455445544554455,202
800,Lone Star (1996),0.0,1,4.157894736842105,19
805,"Time to Kill, A (1996)",0.0,1,3.657142857142857,35
818,"Very Brady Sequel, A (1996)",0.0,1,3.25,10
830,"First Wives Club, The (1996)",0.0,1,3.0714285714285716,21
832,Ransom (1996),0.028124999999999997,4,3.3378378378378377,37
836,Chain Reaction (1996),0.0,1,2.8823529411764706,17
838,Emma (1996),0.0,1,3.9166666666666665,30
852,Tin Cup (1996),0.0,1,3.1744186046511627,43
858,"Godfather, The (1972)",0.0,1,4.2890625,192
892,Twelfth Night (1996),0.0,1,3.5384615384615383,13
898,"Philadelphia Story, The (1940)",0.0,1,4.310344827586207,29
899,Singin' in the Rain (1952),0.0,1,4.074468085106383,47
900,"American in Paris, An (1951)",0.0,1,3.7083333333333335,12
902,Breakfast at Tiffany's (1961),0.0,1,3.8472222222222223,36
903,Vertigo (1958),0.1,5,4.025,60
904,Rear Window (1954),0.08333333333333333,6,4.261904761904762,84
905,It Happened One Night (1934),0.0,1,4.321428571428571,14
906,Gaslight (1944),0.0,1,4.142857142857143,7
907,"Gay Divorcee, The (1934)",0.0,1,3.5,2
908,North by Northwest (1959),0.16666666666666666,3,4.184210526315789,57
909,"Apartment, The (1960)",0.0,1,3.962962962962963,27
910,Some Like It Hot (1959),-0.1,1,4.01,50
911,Charade (1963),0.0,1,3.8076923076923075,13
912,Casablanca (1942),0.85,1,4.24,100
913,"Maltese Falcon, The (1941)",0.0,1,4.170454545454546,44
914,My Fair Lady (1964),0.0,1,4.042857142857143,35
915,Sabrina (1954),-0.012500000000000011,1,3.7666666666666666,30
916,Roman Holiday (1953),0.0,2,4.0576923076923075,26
918,Meet Me in St. Louis (1944),0.0,1,4.1,10
919,"Wizard of Oz, The (1939)",0.0,2,3.880434782608696,92
920,Gone with the Wind (1939),0.0,1,3.6444444444444444,45
921,My Favorite Year (1982),0.0,1,3.388888888888889,9
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),-0.16666666666666666,3,4.333333333333333,27
923,Citizen Kane (1941),0.0,1,4.043478260869565,69
924,2001: A Space Odyssey (1968),0.01524390243902439,41,3.8944954128440368,109
926,All About Eve (1950),0.0,1,4.229166666666667,24
927,"Women, The (1939)",0.0,1,4.0,3
928,Rebecca (1940),0.0,1,4.166666666666667,18
929,Foreign Correspondent (1940),0.0,3,3.5,1
930,Notorious (1946),0.0,1,4.25,20
931,Spellbound (1945),0.0,1,3.8333333333333335,9
934,Father of the Bride (1950),0.0,1,3.25,12
936,Ninotchka (1939),-0.3,2,4.0,6
938,Gigi (1958),0.0,1,3.25,6
940,"Adventures of Robin Hood, The (1938)",0.0,1,4.0,8
941,"Mark of Zorro, The (1940)",0.0,1,3.75,2
943,"Ghost and Mrs. Muir, The (1947)",0.0,1,3.9285714285714284,7
944,Lost Horizon (1937),0.0,1,4.0,3
945,Top Hat (1935),0.0,1,4.071428571428571,7
947,My Man Godfrey (1936),0.0,3,3.75,4
948,Giant (1956),0.0,1,3.9166666666666665,6
950,"Thin Man, The (1934)",0.0,1,3.857142857142857,7
951,His Girl Friday (1940),0.0,1,4.392857142857143,14
952,Around the World in 80 Days (1956),0.0,1,3.625,12
953,It's a Wonderful Life (1946),0.0,1,4.0344827586206895,58
954,Mr. Smith Goes to Washington (1939),0.0,1,4.083333333333333,18
955,Bringing Up Baby (1938),0.0,2,3.861111111111111,18
956,Penny Serenade (1941),0.0,1,4.0,1
965,"39 Steps, The (1935)",0.0,1,4.045454545454546,11
968,Night of the Living Dead (1968),0.0,1,3.75,28
969,"African Queen, The (1951)",0.0,1,3.9705882352941178,34
970,Beat the Devil (1953),0.0,1,3.5,1
971,Cat on a Hot Tin Roof (1958),0.0,1,4.1,10
973,Meet John Doe (1941),0.0,1,3.9,5
976,"Farewell to Arms, A (1932)",0.0,1,3.0,1
986,Fly Away Home (1996),0.0,1,3.5384615384615383,13
991,Michael Collins (1996),0.0,1,3.3181818181818183,11
994,Big Night (1996),0.0,1,4.181818181818182,11
1006,"Chamber, The (1996)",0.0,2,3.5,5
1010,"Love Bug, The (1969)",0.0,2,3.0555555555555554,9
1013,"Parent Trap, The (1961)",0.0,1,3.2083333333333335,12
1022,Cinderella (1950),0.0,1,3.488095238095238,42
1025,"Sword in the Stone, The (1963)",0.0,2,3.58,25
1028,Mary Poppins (1964),0.0,2,3.887323943661972,71
1029,Dumbo (1941),0.0,1,3.3857142857142857,35
1030,Pete's Dragon (1977),0.0,1,2.7666666666666666,15
1032,Alice in Wonderland (1951),0.0,1,3.375,40
1033,"Fox and the Hound, The (1981)",0.0,1,3.575,20
1035,"Sound of Music, The (1965)",0.0,1,3.9375,64
1041,Secrets & Lies (1996),0.0,1,4.590909090909091,11
1042,That Thing You Do! (1996),0.0,1,3.2738095238095237,42
1059,William Shakespeare's Romeo + Juliet (1996),0.12000000000000002,5,3.7222222222222223,36
1066,Shall We Dance (1937),0.0,1,4.5,4
1068,Crossfire (1947),0.0,1,3.5,1
1079,"Fish Called Wanda, A (1988)",0.0,1,3.9225352112676055,71
1080,Monty Python's Life of Brian (1979),0.0,3,3.9269662921348316,89
1081,Victor/Victoria (1982),0.0,1,3.5416666666666665,12
1082,"Candidate, The (1972)",0.0,1,3.5833333333333335,6
1084,Bonnie and Clyde (1967),0.0,2,4.071428571428571,35
1088,Dirty Dancing (1987),0.0,2,3.369047619047619,42
1089,Reservoir Dogs (1992),0.045454545454545456,11,4.202290076335878,131
1090,Platoon (1986),0.0,1,3.984126984126984,63
1093,"Doors, The (1991)",0.0,3,3.4054054054054053,37
1096,Sophie's Choice (1982),0.0,1,4.05,10
1097,E.T. the Extra-Terrestrial (1982),0.0,1,3.7663934426229506,122
1101,Top Gun (1986),-0.1,2,3.3012048192771086,83
1103,Rebel Without a Cause (1955),0.0,2,4.1,15
1104,"Streetcar Named Desire, A (1951)",0.0,1,4.475,20
1120,"People vs. Larry Flynt, The (1996)",0.0,1,3.537037037037037,27
1124,On Golden Pond (1981),0.0,1,3.6538461538461537,13
1125,"Return of the Pink Panther, The (1975)",0.0,1,3.6875,24
1135,Private Benjamin (1980),-0.1,1,3.1153846153846154,13
1136,Monty Python and the Holy Grail (1975),0.0,4,4.161764705882353,136
1147,When We Were Kings (1996),0.0,2,3.9,10
1148,Wallace & Gromit: The Wrong Trousers (1993),0.0,1,4.035714285714286,56
1171,Bob Roberts (1992),0.0,1,3.3529411764705883,17
1177,Enchanted April (1992),0.0,1,4.0,6
1178,Paths of Glory (1957),-0.05,2,4.541666666666667,12
1179,"Grifters, The (1990)",0.0,1,3.6296296296296298,27
1183,"English Patient, The (1996)",0.0,1,3.7111111111111112,45
1185,My Left Foot (1989),0.0,1,3.95,10
1187,Passion Fish (1992),0.0,1,3.6,5
1188,Strictly Ballroom (1992),0.0,2,3.659090909090909,22
1189,"Thin Blue Line, The (1988)",0.0,2,4.0,11
1193,One Flew Over the Cuckoo's Nest (1975),-0.03333333333333333,3,4.203007518796992,133
1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.05416666666666666,10,4.2156398104265405,211
1197,"Princess Bride, The (1987)",0.0,2,4.232394366197183,142
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),0.0,8,4.2075,200
1200,Aliens (1986),0.011111111111111112,9,3.9642857142857144,126
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",0.0,1,4.145833333333333,72
1203,12 Angry Men (1957),0.08333333333333333,9,4.149122807017544,57
1204,Lawrence of Arabia (1962),0.0,1,4.3,45
1206,"Clockwork Orange, A (1971)",0.0,1,3.995833333333333,120
1207,To Kill a Mockingbird (1962),0.0,2,4.120689655172414,58
1208,Apocalypse Now (1979),0.0,1,4.219626168224299,107
1209,Once Upon a Time in the West (C'era una volta il West) (1968),0.0,1,4.305555555555555,18
1210,Star Wars: Episode VI - Return of the Jedi (1983),0.0,3,4.137755102040816,196
1212,"Third Man, The (1949)",0.0,3,4.229166666666667,24
1213,Goodfellas (1990),0.0,1,4.25,126
1214,Alien (1979),0.0,1,3.969178082191781,146
1217,Ran (1985),0.0,1,4.433333333333334,15
1219,Psycho (1960),0.009259259259259264,9,4.036144578313253,83
1220,"Blues Brothers, The (1980)",0.13636363636363635,1,3.8095238095238093,84
1221,"Godfather: Part II, The (1974)",0.0,3,4.25968992248062,129
1222,Full Metal Jacket (1987),0.0,2,4.098039215686274,102
1223,"Grand Day Out with Wallace and Gromit, A (1989)",0.0,1,4.089285714285714,28
1224,Henry V (1989),0.0,1,4.0,19
1225,Amadeus (1984),0.0,2,4.184210526315789,76
1228,Raging Bull (1980),0.0,1,4.1875,40
1230,Annie Hall (1977),0.13636363636363635,1,3.8706896551724137,58
1231,"Right Stuff, The (1983)",0.0,2,3.8636363636363638,22
1233,"Boot, Das (Boat, The) (1981)",0.0,1,4.2125,40
1234,"Sting, The (1973)",0.0,1,3.9765625,64
1235,Harold and Maude (1971),0.0,1,4.288461538461538,26
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",0.0,7,4.222222222222222,18
1240,"Terminator, The (1984)",-0.05952380952380952,8,3.8969465648854964,131
1242,Glory (1989),0.0,1,4.170731707317073,41
1243,Rosencrantz and Guildenstern Are Dead (1990),0.0,1,3.96875,16
1244,Manhattan (1979),-0.08333333333333333,1,4.106060606060606,33
1245,Miller's Crossing (1990),0.0,1,4.225,20
1246,Dead Poets Society (1989),0.08,2,3.9593023255813953,86
1247,"Graduate, The (1967)",0.0,1,4.063291139240507,79
1249,"Femme Nikita, La (Nikita) (1990)",0.0,1,4.071428571428571,35
1250,"Bridge on the River Kwai, The (1957)",0.0,1,4.122222222222222,45
1252,Chinatown (1974),0.0,1,4.211864406779661,59
1253,"Day the Earth Stood Still, The (1951)",0.0,1,3.82,25
1254,"Treasure of the Sierra Madre, The (1948)",-0.6,1,3.65625,16
1257,Better Off Dead... (1985),0.0,1,3.685185185185185,27
1258,"Shining, The (1980)",-0.05555555555555555,9,4.08256880733945,109
1259,Stand by Me (1986),0.0,1,4.0054945054945055,91
1260,M (1931),-0.31428571428571433,7,3.7333333333333334,15
1262,"Great Escape, The (1963)",0.0,1,4.127906976744186,43
1263,"Deer Hunter, The (1978)",0.0,1,3.8255813953488373,43
1266,Unforgiven (1992),0.0,1,4.111111111111111,45
1267,"Manchurian Candidate, The (1962)",0.0,2,4.25,30
1269,Arsenic and Old Lace (1944),0.0,1,3.8793103448275863,29
1270,Back to the Future (1985),0.0,1,4.038011695906433,171
1272,Patton (1970),0.0,1,4.121212121212121,33
1274,Akira (1988),0.16666666666666666,3,3.7435897435897436,39
1276,Cool Hand Luke (1967),0.0,1,4.271929824561403,57
1277,Cyrano de Bergerac (1990),0.0,1,4.125,12
1278,Young Frankenstein (1974),-0.1,1,3.9927536231884058,69
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),0.0,1,4.333333333333333,9
1281,"Great Dictator, The (1940)",0.0,1,4.133333333333334,15
1282,Fantasia (1940),0.0,1,3.7830188679245285,53
1283,High Noon (1952),0.0,1,4.2105263157894735,19
1284,"Big Sleep, The (1946)",0.0,1,4.142857142857143,14
1285,Heathers (1989),0.16,1,3.731707317073171,41
1288,This Is Spinal Tap (1984),-0.05,4,4.015151515151516,66
1291,Indiana Jones and the Last Crusade (1989),0.0,2,4.046428571428572,140
1292,Being There (1979),0.0,1,3.95,20
1293,Gandhi (1982),0.0,1,3.8333333333333335,27
1296,"Room with a View, A (1986)",0.0,1,3.7058823529411766,17
1299,"Killing Fields, The (1984)",0.0,2,4.017857142857143,28
1301,Forbidden Planet (1956),0.0,2,3.8076923076923075,13
1302,Field of Dreams (1989),0.0,1,3.517857142857143,56
1303,"Man Who Would Be King, The (1975)",0.0,1,4.029411764705882,17
1304,Butch Cassidy and the Sundance Kid (1969),0.0,1,3.943548387096774,62
1307,When Harry Met Sally... (1989),0.13636363636363635,1,3.8588235294117648,85
1333,"Birds, The (1963)",0.0,1,3.602272727272727,44
1343,Cape Fear (1991),0.0,5,3.78,25
1344,Cape Fear (1962),0.0,1,3.9642857142857144,14
1345,Carrie (1976),0.05333333333333334,3,3.3472222222222223,36
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0.0,1,3.53125,16
1350,"Omen, The (1976)",0.0,1,3.8181818181818183,22
1353,"Mirror Has Two Faces, The (1996)",0.0,1,3.375,4
1354,Breaking the Waves (1996),0.0,1,4.071428571428571,7
1356,Star Trek: First Contact (1996),0.0,1,3.879120879120879,91
1357,Shine (1996),0.0,1,4.0,24
1358,Sling Blade (1996),0.0,1,3.8404255319148937,47
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0.0,1,4.083333333333333,6
1363,"Preacher's Wife, The (1996)",0.0,1,3.5,5
1366,"Crucible, The (1996)",0.0,1,3.9,5
1367,101 Dalmatians (1996),0.0,2,3.074468085106383,47
1372,Star Trek VI: The Undiscovered Country (1991),0.0,1,3.3452380952380953,42
1374,Star Trek II: The Wrath of Khan (1982),0.0,1,3.7661290322580645,62
1376,Star Trek IV: The Voyage Home (1986),0.0,1,3.4767441860465116,43
1377,Batman Returns (1992),0.0,1,3.025,60
1380,Grease (1978),0.16,1,3.139705882352941,68
1381,Grease 2 (1982),0.16,1,2.0789473684210527,19
1387,Jaws (1975),0.0,1,4.0054945054945055,91
1389,Jaws 3-D (1983),0.0,1,1.4166666666666667,6
1393,Jerry Maguire (1996),0.0,1,3.5941176470588236,85
1394,Raising Arizona (1987),0.0,1,3.9913793103448274,58
1396,Sneakers (1992),0.0,1,3.4782608695652173,46
1398,In Love and War (1996),0.0,1,2.5,1
1407,Scream (1996),-0.05,2,3.2,70
1408,"Last of the Mohicans, The (1992)",0.0,2,3.8333333333333335,39
1411,Hamlet (1996),0.0,1,4.0,16
1413,"Whole Wide World, The (1996)",0.0,1,4.25,2
1416,Evita (1996),0.0,1,3.4166666666666665,12
1423,Hearts and Minds (1996),0.0,2,4.0,1
1441,Benny & Joon (1993),-0.05,2,3.473684210526316,19
1446,Kolya (Kolja) (1996),0.0,1,4.428571428571429,7
1449,Waiting for Guffman (1996),0.0,1,3.875,24
1466,Donnie Brasco (1997),0.0,1,3.7403846153846154,52
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),0.0,1,2.1363636363636362,11
1485,Liar Liar (1997),0.0,1,3.0337837837837838,74
1496,Anna Karenina (1997),0.0,1,4.0,1
1500,Grosse Pointe Blank (1997),0.0,2,3.610169491525424,59
1513,Romy and Michele's High School Reunion (1997),0.0,1,2.9655172413793105,29
1537,Shall We Dance? (Shall We Dansu?) (1996),0.0,1,3.8076923076923075,13
1542,Brassed Off (1996),0.0,1,3.7142857142857144,7
1544,"Lost World: Jurassic Park, The (1997)",0.0,1,2.753731343283582,67
1545,Ponette (1996),0.0,1,4.5,2
1569,My Best Friend's Wedding (1997),0.0,3,3.5,40
1573,Face/Off (1997),0.0,1,3.3701298701298703,77
1580,Men in Black (a.k.a. MIB) (1997),0.0,1,3.487878787878788,165
1586,G.I. Jane (1997),-0.1,1,2.7954545454545454,22
1608,Air Force One (1997),0.0,1,3.3448275862068964,58
1610,"Hunt for Red October, The (1990)",0.0,1,3.8722222222222222,90
1617,L.A. Confidential (1997),0.0,1,4.061855670103093,97
1625,"Game, The (1997)",0.0,8,3.7012987012987013,77
1635,"Ice Storm, The (1997)",0.0,1,3.8823529411764706,17
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",0.0,2,3.8,5
1645,The Devil's Advocate (1997),0.0,1,3.411764705882353,51
1650,Washington Square (1997),0.0,1,3.75,2
1653,Gattaca (1997),0.26666666666666666,3,3.953488372093023,86
1663,Stripes (1981),-0.1,1,3.7941176470588234,34
1672,"Rainmaker, The (1997)",0.0,1,3.375,12
1674,Witness (1985),0.0,1,3.65,40
1680,Sliding Doors (1998),0.0,1,3.6,25
1682,"Truman Show, The (1998)",0.0,1,3.812,125
1683,"Wings of the Dove, The (1997)",0.0,1,4.416666666666667,6
1704,Good Will Hunting (1997),0.3333333333333333,3,4.078014184397163,141
1711,Midnight in the Garden of Good and Evil (1997),0.0,1,3.1041666666666665,24
1717,Scream 2 (1997),-0.03333333333333333,3,2.9193548387096775,31
1719,"Sweet Hereafter, The (1997)",0.0,2,4.25,16
1721,Titanic (1997),0.0,2,3.414285714285714,140
1726,"Postman, The (1997)",0.0,2,2.6923076923076925,13
1732,"Big Lebowski, The (1998)",0.05708333333333333,32,3.9245283018867925,106
1735,Great Expectations (1998),0.0,1,3.3181818181818183,11
1748,Dark City (1998),0.0,1,3.8229166666666665,48
1777,"Wedding Singer, The (1998)",0.0,1,3.419642857142857,56
1779,Sphere (1998),0.7,1,2.760869565217391,23
1797,Everest (1998),0.0,1,4.25,6
